"ID","date_article","source","content"
"91607975102","2025-11-10","https://www.beritanusa.com/regional/2501845280/peringati-hari-pahlawan-sekda-asahan-ajak-asn-dan-pelajar-wujudkan-semangat-juang-lewat-aksi-nyata","Beritanusa.com, Asahan - Suasana khidmat menyelimuti halaman Kantor Bupati Asahan di Kisaran, Senin (10/11/2025). Ratusan peserta dari berbagai kalangan hadir mengikuti Upacara Peringatan Hari Pahlawan Tahun 2025 yang dipimpin langsung oleh Sekretaris Daerah Kabupaten Asahan, Drs. Zainal Arifin Sinaga, M.H.
Upacara tersebut diikuti oleh para asisten, staf ahli, pimpinan OPD, pengurus TP PKK dan DWP Kabupaten Asahan, ASN di lingkungan Pemkab Asahan, unsur OKP, mahasiswa, pelajar, hingga tamu undangan lainnya. Meski digelar sederhana, upacara berlangsung penuh makna dan menggugah semangat kebangsaan.
Dalam amanatnya, Sekda Asahan menyampaikan pidato tertulis Menteri Sosial RI yang menegaskan bahwa Hari Pahlawan bukan hanya ritual tahunan, melainkan momen refleksi. Nilai-nilai perjuangan para pahlawan, katanya, harus terus dihidupkan dalam kehidupan sehari-hari.
“Hari Pahlawan adalah momentum untuk merenungi nilai perjuangan dan keteladanan para pahlawan bangsa,” ucap Zainal Arifin di hadapan peserta upacara.
Ia mengajak seluruh peserta untuk meneladani tiga nilai utama dari semangat perjuangan kemerdekaan, yakni kesabaran yang melahirkan kemenangan, pengabdian tanpa pamrih demi bangsa, dan pandangan jauh ke depan untuk generasi penerus.
Menurutnya, para pahlawan dikenang bukan karena jabatan yang mereka sandang, tetapi karena manfaat dan ketulusan pengorbanan mereka bagi tanah air.
Sekda Zainal Arifin juga mengingatkan bahwa perjuangan di masa modern tidak lagi dilakukan dengan senjata, tetapi dengan ilmu pengetahuan, empati sosial, dan semangat pengabdian. Namun semangatnya tetap sama: membela yang lemah, menegakkan keadilan, dan memastikan tidak ada satu pun anak bangsa tertinggal dari arus kemajuan.
Ia menekankan bahwa setiap ASN, pelajar, dan warga Asahan memiliki peran penting untuk melanjutkan perjuangan para pahlawan dalam bentuk kerja nyata dan dedikasi tulus kepada masyarakat.
“Kemerdekaan ini tidak boleh sia-sia. Kita lanjutkan perjuangan para pahlawan dengan bekerja lebih keras, berpikir lebih jernih, dan melayani lebih tulus,” tegasnya.
Dalam sambutannya, Sekda Asahan menegaskan bahwa nilai-nilai perjuangan para pahlawan sejalan dengan Asta Cita Presiden Prabowo Subianto, yang menitikberatkan pada penguatan ketahanan nasional, pemerataan pendidikan, pembangunan manusia unggul, serta penegakan keadilan sosial bagi seluruh rakyat Indonesia.
Ia menilai semangat tersebut harus menjadi arah bagi seluruh jajaran pemerintahan dan masyarakat Asahan dalam mewujudkan pembangunan yang berkeadilan dan berkelanjutan.
Menutup amanatnya, Zainal Arifin mengajak seluruh peserta upacara untuk mensyukuri kemerdekaan dengan cara berkontribusi positif bagi bangsa. Ia berharap peringatan Hari Pahlawan dapat memantik semangat kolektif untuk terus berkarya dan memberikan manfaat.***"
